Ticker,Name,R&D Exp:CY,CAPEX:CY,Tot Assets:CY,Debt/Assets:CY,Curr Ratio:CY,EBIT:CY,ROA:CY,AZS
SLNM US Equity,SALON MEDIA GROUP INC,0,0,970000,229.1753,0.1445,-2596000,-278.2473,-214.7924
IOT US Equity,SAMSARA INC-CL A,258580992,-10953000,1734845056,5.7349,1.4987,-323347008,-17.1085,17.1559
STC CN Equity,SANGOMA TECHNOLOGIES CORP,39543000,-10912000,400644992,22.2414,0.9502,-2860000,-2.0534,1.216
SANM US Equity,SANMINA CORP,28514000,-111227000,4822844928,7.9643,1.9944,335494016,4.5899,2.3983
STR/H CN Equity,SANTA ROSA RESOURCES CORP,0,0,4699,0,0.0081,-47984,-434.9219, 
SANT US Equity,SANTEON GROUP INC,0,-7434,1307405,15.5786,0.8192,131985,15.9181,5.4997
SAP GR Equity,SAP SE,6323999744,-785000000,68335001600,13.0402,1.405,5799000064,8.7406,8.0154
SAHN US Equity,SAUDI AMERICAN HOLDINGS CORP, ,0,11048,11839.2461,0.0008,-3677000,-5652.3916, 
SCGX US Equity,SAXON CAPITAL GROUP INC, ,-441528,1935053,49.3354,0.4065,-6665627,-619.4247, 
MLSBT FP Equity,SBT, ,-771596,18013152,13.7919,1.3077,1427664,6.3029,3.247
SCTN US Equity,SCHIMATIC CASH TRANSACTIONS, ,0,19726,2524.5361,0.0009,-1207647,-10325.9561, 
SDGR US Equity,SCHRODINGER INC,181766000,-13403000,802955008,15.9264,4.2476,-177448000,5.4601,2.4959
SCE GR Equity,SCHWEIZER ELECTRONIC AG,3100000,-930000,106120000,26.5482,1.7226,39366000,24.6891,1.3589
SAIC US Equity,SCIENCE APPLICATIONS INTE, ,-27000000,5313999872,42.9996,0.9767,741000000,8.787,8.0082
SCNTQ US Equity,SCIENT INC, , , , , , , , 
SCPE CN Equity,SCOPE TECHNOLOGIES CORP,902645,0,146504,3.5808,0.4088,-2465257,-470.3645, 
SCOUT SS Equity,SCOUT GAMING GROUP AB, ,0,53758000,0,2.5367,-25456000,-58.6133, 
SCYB CN Equity,SCRYB INC,1454603,-189170,12971363,1.1894,0.7483,-19536000,-163.4763,-5.9215
SYPT US Equity,SCRYPT INC,0,-31037,148412,1907.4246,0.0254,-1589980,-1172.0547, 
SDI LN Equity,SDI GROUP PLC, ,-966000,81662000,26.2999,2.3569,7259000,5.0776,5.3173
SDIPB SS Equity,SDIPTECH AB - B,0,-111700000,9104900096,44.665,2.0106,831400000,5.1649,4.8794
SEAC US Equity,SEACHANGE INTERNATIONAL INC,7987000,-70000,42659000,3.2912,3.3357,-11655000,-23.308,-5.984
STX US Equity,SEAGATE TECHNOLOGY HOLDINGS,654000000,-254000000,7738999808,78.4727,1.0752,452000000,4.3805,1.29
LAES US Equity,SEALSQ CORP,3946000,-3021000,27935000,10.3204,2.325,-4141000,-13.179,0.6069
SDS SS Equity,SEAMLESS DISTRIBUTION SYSTEM, ,-197000,405776992,55.1788,1.9633,17039000,-4.0352, 
SLLN US Equity,SEARCHLIGHT SOLUTIONS LTD, , , , , , , , 
IOT IM Equity,SECO SPA,0,-2959000,538497024,25.9795,2.7333,24559000,2.2954,2.0654
YSN GR Equity,SECUNET SECURITY NETWORKS AG,10340995,-8807774,328637824,5.4561,1.7059,42984300,9.052,8.3041
SSVC US Equity,SECURED SERVICES INC,252000,-134000,2570000,13.1907,1.5143,-2964000,-102.8095, 
SCWX US Equity,SECUREWORKS CORP - A,110996000,-6423000,724779008,1.7695,0.6835,-111966000,-10.9912,-2.3296
M14K GR Equity,SECURIZE IT SOLUTIONS AG,0, ,14073253,0, ,-376375.7188,-25.2336,0.5593
SRLX US Equity,SECURLINX CORP, , , , , , , , 
SKUR CN Equity,SEKUR PRIVATE DATA LTD,908279,-21996,1553248,0,2.4987,-4812173,-144.9763,74.0656
SEMR US Equity,SEMRUSH HOLDINGS INC-A,57442000,-7651000,331489984,4.4059,2.8107,-7667000,0.3015,12.6949
SMTC US Equity,SEMTECH CORP,186450000,-29185000,1373735040,101.8852,2.46,-944321984,-55.3857,-0.296
SENS SW Equity,SENSIRION HOLDING AG,54011000,-26884000,332600992,0,8.1023,-5832000,-1.9057,16.3653
SDET SS Equity,SENSODETECT AB,3371000, ,25285000,18.0937,0.0674,-7650000,-49.2029,-73.4564
S US Equity,SENTINELONE INC -CLASS A,218176000,-1304000,2321406976,0.9877,2.1986,-378416000,-14.7891,5.553
SQNS US Equity,SEQUANS COMMUNICATIONS-ADR,26124000,-29572000,109172000,57.9416,0.3421,-29838000,-39.4273,-6.6845
SRP LN Equity,SERCO GROUP PLC,2900000,-15900000,2610299904,25.2806,0.8719,241800000,7.5515,4.3267
SCO SM Equity,SERESCO SA, ,-878791,32313638,36.0832,1.0677,3297393,8.0589,3.5572
NOW US Equity,SERVICENOW INC,2124000000,-694000000,17386999808,13.1363,1.0559,762000000,11.282,13.2935
TTAN US Equity,SERVICETITAN INC-A,203534000,-28354000,1517666048,16.2064,1.9896,-182864000,-12.5171, 
SJJ GR Equity,SERVICEWARE SE,0,-748862,124740160,1.6646,1.4198,-3979982,-3.4067, 
SES IM Equity,SESA SPA,0,-25711000,2121654016,19.9314,1.3281,156968992,3.8711,3.509
T3T1 GR Equity,SEVEN PRINCIPLES AG, ,-251848.0313,22767896,0,2.5559,964067,4.8361,4.8996
SHPWQ US Equity,SHAPEWAYS HOLDINGS INC,9302000,-2796000,38867000,8.3052,2.3355,-45405000,-74.1771,-10.4956
SBET US Equity,SHARPLINK GAMING INC, ,-58807,20559826,0.8051,1.619,-55650108,-427.8537, 
SWG LN Equity,SHEARWATER GROUP PLC,0,-42000,62226000,6.0634,1.3778,-3226000,-3.2896,-2.0933
SHOP CN Equity,SHOPIFY INC - CLASS A,1730000000,-39000000,11299000320,10.1779,6.9878,-1418000000,1.1969,29.6711
SHTB SS Equity,SHT SMART HIGH-TECH AB-B, ,-2590738,34646640,8.6588,2.9079,-38162116,-82.9089,30.9488
SIAV IM Equity,SIAV SPA,5922518,-507765,52494688,41.5814,0.645,709191,-0.5193,1.2004
SDCH US Equity,SIDECHANNEL INC,178000,0,10768000,0.4643,3.5676,-11594000, ,-5.752
ALBFR FP Equity,SIDETRADE,9053000,-3396000,64988144,15.8064,1.6409,5808386,8.7541,5.7918
SGHT US Equity,SIGHT SCIENCES INC,17556000,-791000,166651008,23.7646,13.2934,-57274000,-29.2565, 
SGMA US Equity,SIGMATRON INTERNATIONAL INC,0,-1799148,223793968,36.9502,1.2057,7133915,-1.0098,1.9474
SDVI US Equity,SIGNATURE DEVICES INC, , , , , , , , 
SGN US Equity,SIGNING DAY SPORTS INC, ,-1063526,4704611,1.7799,1.2377,-4748181,-212.3807,-7.0764
SIILI FH Equity,SIILI SOLUTIONS OYJ, ,-756000,100170000,23.1846,1.3848,6909000,4.8334,4.4455
SLAB US Equity,SILICON LABORATORIES INC,337744000,-22282000,1443056000,4.9905,4.5114,-24154000,-1.9109,15.6898
WAF GR Equity,SILTRONIC AG,87600000,-1198800000,4504900096,21.0038,1.5764,214900000,4.3106,1.2311
SVCO US Equity,SILVACO GROUP INC,13170000,-339000,40885000,4.7279,0.8358,1134000,-0.7939, 
SBDS LN Equity,SILVER BULLET DATA SERVICES, ,-236468,10364690,29.3928,1.2309,-2959123,-29.957,-1.8757
SIMC US Equity,SIMCLAR INC, ,-2093153,66246304,32.7118,1.3051,5454438,3.6304,2.8001
SIMPQ US Equity,SIMPLY INC,0,-2956000,30437000,70.1482,0.6185,-12491000,-40.3227,-1.8623
SMRL US Equity,SIMTROL INC,909329,-18267,191855,293.0599,0.1017,-2549567,-324.3364,-1097.6909
SLP US Equity,SIMULATIONS PLUS INC,5754000,-566000,196639008,0.5116,3.2597,6131000,5.2014,34.6608
SINCH SS Equity,SINCH AB,383000000,-211000000,53134000128,16.9383,0.8578,955000000,0.0761,0.2306
SNG SM Equity,SINGULAR PEOPLE,0,-553422,70882696,16.8415,1.9122,9730027,10.2159, 
SITM US Equity,SITIME CORP,97589000,-8945000,951683008,0.8431,5.134,-107200000,-9.4619,13.3851
STTO US Equity,SITO MOBILE LTD,0,-41068,22564412,0.0497,1.4074,-18468612,-68.3321,-82.5272
SYTA US Equity,SIYATA MOBILE INC,339828,-14220,16142531,5.817,1.2622,-16583398,-108.5318,-17.7946
SKL LN Equity,SKILLCAST GROUP PLC, ,-175084,12257133,3.8271,1.8444,-887035,-5.4226,3.5235
SKIL US Equity,SKILLSOFT CORP,68031000,-17903000,1273634048,50.3419,0.9325,-308614016,-23.9538,-8.5272
SKKY US Equity,SKKYNET CLOUD SYSTEMS INC, ,0,1256545,0,2.3146,-117943,-8.1508,23.6297
SCHOOL SS Equity,SKOLON AB, ,-48556,77036016,0,1.4193,7665572,12.0426, 
SKYT US Equity,SKYWATER TECHNOLOGY INC,10169000,-8618000,316756000,15.8147,1.0151,-14788000,-9.8811,1.4746
SWKS US Equity,SKYWORKS SOLUTIONS INC,631699968,-157000000,8283299840,14.4918,5.5434,637400000,7.1335,8.332
SLEEP SS Equity,SLEEP CYCLE AB,32024000,-1727000,230544992,6.9045,1.3151,55802000,17.3125,6.248
SDEC US Equity,SMART DECISION INC, , , , , , , , 
SEYE SS Equity,SMART EYE AB,232880000,-7968000,1827549952,0.4916,1.5007,-282902016,-4.3061, 
SMCRT NO Equity,SMARTCRAFT ASA,0,-1474000,1100062976,2.2839,1.3594,129517000,10.3808,15.3546
SMTK US Equity,SMARTKEM INC,5556000,-18000,11272000,2.209,5.9531,-9904000,-90.4293,-12.809
SMME US Equity,SMARTMETRIC INC, , , , , , , , 
SMOP NO Equity,SMARTOPTICS GROUP AS,4321285,-18595260,495755744,4.0543,3.1315,94476600,16.0006,7.4012
SMAR US Equity,SMARTSHEET INC-CLASS A,234071008,-2563000,1337479040,3.6741,1.3392,-120282000,-8.5494,6.6751
S247 LN Equity,SMARTTECH247 GROUP PLC, ,-112000,18065000,1.943,1.9749,303000, ,6.045
SMSI US Equity,SMITH MICRO SOFTWARE INC,17145000,-4000,85577000,3.8129,2.2088,-18055000,-25.7943,-61.2459
CICN US Equity,SMS ALTERNATIVES INC,1147000,-4000,360000,681.6667,0.0622,-1349000,-522.4026, 
SMX US Equity,SMX SECURITY MATTERS PLC-A, ,0,128956376,0,0.0165,-5620593,-3.2358, 
SNOW US Equity,SNOWFLAKE INC-CLASS A,1287949056,-69219000,8223383040,3.502,1.8451,-1094772992,-10.4868,3.1675
SHF GR Equity,SNP SCHNEIDER-NEUREITHER & P, ,-851000,261787008,33.931,1.9961,15224000,2.228,3.8916
SOBR US Equity,SOBR SAFE INC,1016302,0,6147039,1.2387,2.2139,-9600546,-113.1254,-136.7657
SPLY US Equity,SOCIALPLAY USA INC, ,0,0, ,0,-600, , 
SOPA US Equity,SOCIETY PASS INC,55645,-219214,16363174,8.6244,0.7723,-17960418,-73.9234,-16.2803
SCKT US Equity,SOCKET MOBILE INC,4831905,-2163872,28741474,21.8426,1.646,-3120993,-6.694,-1.6211
SCT LN Equity,SOFTCAT PLC,0,-1115000,780748992,1.3267,1.6042,154064000,16.6673,6.912
SFTC CN Equity,SOFTCHOICE CORP,0,-3420000,585977984,9.0623,0.838,70626000,7.6643,2.7268
SOFT US Equity,SOFTECH INC,633000,-22000,3115000,30.9149,0.3346,-580000,-21.005,-10.1292
SYT GR Equity,SOFTING AG,18817000,-1245000,103059000,15.6396,1.6936,-3013000,-5.4602,1.9023
SFT IM Equity,SOFTLAB SPA,0,-333000,24210000,12.0033,1.1486,4227000,-1.472,2.9415
SOFB SS Equity,SOFTRONIC AB-B SHS,0,-700000,459412992,7.1385,2.0338,104556000,18.8167, 
SFT LN Equity,SOFTWARE CIRCLE PLC, ,-70000,34386000,24.7048,3.8329,-1785000,-8.1716,3.1207
SFWJ US Equity,SOFTWARE EFFECTIVE SOLUTIONS, , , , , , , , 
SWON SW Equity,SOFTWAREONE HOLDING AG,0,-57222000,3783890944,4.3609,0.9887,95781000,0.5922,0.9433
SOFTWEB GA Equity,SOFTWEB - ADAPTIVE IT SOLUTI,0,-5652,1375188,11.2097,1.7957,332607,20.574, 
SLNX US Equity,SOLANBRIDGE GROUP INC, , , , , , , , 
SWI US Equity,SOLARWINDS CORP,100173000,-4353000,3250915072,39.0092,0.8987,150372992,-0.2824,0.0709
SOLI LN Equity,SOLID STATE PLC,2530000,-1524000,113584000,14.6922,1.9157,13678000,7.804,6.1427
S3D IM Equity,SOLID WORLD GROUP SPA,136691,-1981473,65972236,21.0378,0.9023,-580731,-2.7414,1.5307
SODI US Equity,SOLITRON DEVICES INC,0,-355000,24740000,17.7769,2.4204,934000,29.1186,5.679
SOLS US Equity,SOLLENSYS CORP,0,0,76151,0,0.3288,-524472, , 
SOLTEQ FH Equity,SOLTEQ OYJ,2400000,-2351000,57189000,46.0875,0.3013,-3541000,-8.181,1.6952
480S SM Equity,SOLUCIONES CUATROOCHENTA SA,0,-468412,30865724,29.4577,1.0006,438055,0.5648,2.1073
SLSA GR Equity,SOLUTIANCE AG, , ,11462092,0,0.5942,-92335.6328, ,2.8235
S30 FP Equity,SOLUTIONS 30 SE, ,-21600000,723800000,26.4714,0.9991,-2700000,-3.203,2.2841
SOFO US Equity,SONIC FOUNDRY INC,11022000,-2044000,12263000,104.1589,0.3894,-17406000,-120.3122,-30.8761
SONM US Equity,SONIM TECHNOLOGIES INC,1772000,-36000,56043000,0.0981,1.3621,513000,-0.164,-5.9398
SXHHF US Equity,SONOMAX TECHNOLOGIES INC,974749,-70530,1195359,75.6315,0.423,-3682564,-269.5229, 
SONO US Equity,SONOS INC,304558016,-55247000,916312000,11.226,1.5051,-48046000,-3.9765,3.846
SOPH US Equity,SOPHIA GENETICS SA,36969000,-8963000,206156000,9.0228,4.1562,-74826000,-35.1031,-2.1424
SOP FP Equity,SOPRA STERIA GROUP,0,-100600000,6070499840,27.0274,0.7601,329900000,3.3351,3.099
SORT LN Equity,SORTED GROUP HOLDINGS PLC,0,0,3647246,0,3.5048,-1757852,-42.378,-33.3399
SOUND SS Equity,SOUND DIMENSION AB, ,0,6925941,33.155,0.7906,-8721006,-128.539,-75.5692
SOUN US Equity,SOUNDHOUND AI INC-A,51439000,-392000,151122000,59.6597,4.6874,-68608000,-93.9279,-0.1748
SOYO US Equity,SOYO GROUP INC, ,-50272,51967328,0,0.9563,4477878,8.4408,2.9383
SPACE GA Equity,SPACE HELLAS SA TELECOMMUNIC,2194000,-11185000,175283008,43.5091,1.1429,11742000,2.7321,1.7327
SPARK DC Equity,SPARK TECHNOLOGY A/S, ,0,157518000,3.6377, ,-52357000, , 
SPSY LN Equity,SPECTRA SYSTEMS CORP,1450197,-150808,60096460,11.5539,1.9713,7151369,12.3284,3.4651
SEV CN Equity,SPECTRA7 MICROSYSTEMS INC,4751837,-299878,8488689,94.654,0.997,-6657244,-97.3936,-30.7369
FCCN US Equity,SPECTRAL CAPITAL CORP,0,0,240,15187.5,0.0007,-215477,-1199.5266,383.0357
SPEONE SS Equity,SPECTRUMONE AB, ,-166000,62026000,68.9243,0.1412,-37331000,-82.865,-2.5679
SPDC US Equity,SPEED COMMERCE INC,4633000,-8994000,158282000,63.3098,0.8945,-42562000,-31.0419,-16.2721
SPPH US Equity,SPENCER PHARMACEUTICAL INC,266000,0,4238430,0,0.7874,-868000,-37.0591,2.9661
SPTZ CN Equity,SPETZ INC,0,0,14686599,0.6526,21.415,-12106668,-150.9457, 
ANY US Equity,SPHERE 3D CORP,1026000,-1561000,45663000,0,2.5271,-29999000,-36.3789,-14.4841
SPN IM Equity,SPINDOX SPA, ,-846419,82846416,24.5381,1.1164,2859741,-0.0654,2.7117
SPT LN Equity,SPIRENT COMMUNICATIONS PLC,102400000,-6500000,583800000,3.6656,1.9282,18400000,3.9097,6.9413
SPIR CN Equity,SPIRIT BLOCKCHAIN CAPITAL IN, ,0,1139019,84.4006,0.5767,-1728023,-209.438,-25.7773
SPZI US Equity,SPOOZ INC, , , , , , , , 
SPHM US Equity,SPOTLIGHT HOMES INC, , , , , , , , 
SPOT NO Equity,SPOTLIO AS,0,-8535902,149038832,0.3794,0.8463,-78765040,-47.7299,-19.0717
LITE CN Equity,SPOTLITE360 IOT SOLUTIONS IN,0,-1366276,3346776,2.2042,0.076,-11174614,-237.1165,-0.1964
SPOTR SS Equity,SPOTR GROUP AB,0,-145000,6172000,14.8574,0.9169,-21398000,-178.5243,-147.6784
SBIG US Equity,SPRINGBIG HOLDINGS INC,8011000,-351000,5105000,91.7532,0.328,-8340000,-138.6398,-5.9025
CXM US Equity,SPRINKLR INC-A,91292000,-8548000,1223110016,2.7219,1.9698,33945000,4.573,2.5359
SPT US Equity,SPROUT SOCIAL INC - CLASS A,79550000,-2073000,396584992,18.7556,1.0823,-69277000,-19.2401,3.0799
SPSC US Equity,SPS COMMERCE INC,53654000,-19761000,823843968,1.7029,3.0722,77248000,8.7955,29.0073
SPYR US Equity,SPYR INC,9000,0,159000,223.8994,0.0284,-2833000,-1249.21,-878.3828
SRT LN Equity,SRT MARINE SYSTEMS PLC, , ,30265522,37.8278,1.0138, , ,1.0392
SSNC US Equity,SS&C TECHNOLOGIES HOLDINGS,473800000,-251500000,18102499328,38.4925,1.0741,1208899968,3.4935,4.0878
SSH1V FH Equity,SSH COMMUNICATIONS SECURITY,7850736,-2667457,31352648,7.7604,0.5131,-1646853,-7.7919,-4.7184
STJO US Equity,ST JOSEPH INC,0,0,0, ,0,-240766, , 
SPC GR Equity,STAIGE ONE AG,0, ,6935862.5,0.0004,6.0741,-213873.0625,-5.9968, 
SBTC CN Equity,STANDARD STRATEGIES INC,663637,0,1290710,0,5.6006,-1449690, , 
STAR7 IM Equity,STAR7 S.P.A., ,-4047358,105689800,45.1947,1.4776,6367794,1.7136,2.6291
STRH US Equity,STAR8 CORP, , , , , , , , 
STGC US Equity,STARTENGINE CROWDFUNDING INC, , , , , , , , 
STNX US Equity,STARTRONIX INTL INC, ,-340000,3595000,11.1266,0.3091,-5130000,-134.2399, 
ARTO FP Equity,STE IND & FIN DE L'ARTOIS SA,0,-656000,2066775040,2.8199,6.5868,-6765000,1.5098, 
S9I GR Equity,STEMMER IMAGING AG,1270000,-482000,104404000,7.4624,4.0879,22229000,13.9848,8.7597
STMPA FP Equity,STMICROELECTRONICS NV,2100000000,-4439000064,24452999168,12.248,3.1654,4610999808,18.9535,4.144
SBG SS Equity,STONEBEACH GROUP AB, , ,12137331,3.3471,2.2284,-5605805,-41.2555,-14.9586
SOSO US Equity,STORAGE COMPUTER CORP, , , , , , , ,-98.5705
STRB US Equity,STRASBAUGH INC,3593000,-203000,12557000,0,1.3013,-3025000,-6.006,0.2662
SSYS US Equity,STRATASYS LTD,94425000,-13551000,1133905024,1.6456,3.1747,-87580000,-10.2832,-1.3644
STQN US Equity,STRATEGIC ACQUISITIONS (NEV), ,0,22845,0, ,-25962,-71.5255, 
STRAX SS Equity,STRAX AB,0,0,19358000,68.8088,0.1389,-36048000,-112.0476, 
STRM US Equity,STREAMLINE HEALTH SOLUTIONS,5704000,-1621000,41735000,25.3169,0.6458,-19647000,-36.2148,-27.794
ALSTW FP Equity,STREAMWIDE,5257000,-6956000,48440000,24.1618,2.6014,5626000,9.553,3.2342
STRO NO Equity,STRONGPOINT ASA,49770000,-17643000,1014489984,20.2,1.2699,-39448000,-3.4198, 
SAI SM Equity,SUBSTRATE ARTIFICIAL INTELIG,0,-58364,44459920,29.3112,0.7764,-7475117,-25.6252,-2.672
SHGR US Equity,SUCCESS HOLDING GROUP CORP U, , , , , , , , 
SUIC US Equity,SUIC WORLDWIDE HOLDINGS LTD, ,0,384279,100.6389,1.5158,20080,1.6348,7.6103
KNDR PZ Equity,SUNDAE BAR PLC, ,-249698,890746,0,13.0019,-1289282, , 
SMCI US Equity,SUPER MICRO COMPUTER INC,462926016,-36793000,9943239680,21.8656,3.7666,1265692032,17.7435,12.3977
SNRR US Equity,SUPER NOVA RESOURCES INC, ,-16000.001,9058000,74.0671,0.6614,-1364000,-21.8891, 
SYME LN Equity,SUPPLY@ME CAPITAL PLC,0,0,2184000,38.4615,0.411,-4077000,-82.5261,-27.1337
SSTY US Equity,SURE TRACE SECURITY CORP, ,-9000,117000,249.5727,0.0234,-3473000, ,-166.0857
SPRS US Equity,SURGE COMPONENTS INC,0,-43368,24676656,6.0329,4.6027,1510537,3.9437,3.5625
SDSS US Equity,SUSPECT DETECTION SYSTEMS IN, , , , , , , , 
SMHN GR Equity,SUSS MICROTEC SE,31309000,-3353000,369732000,4.1051,1.8797,26857000,1.2995,6.2701
81D GR Equity,SWISSNET AG, ,-165139,19338784,39.9495,0.722,-3466588,-34.5003,-4.7936
SWP FP Equity,SWORD GROUP,0,-1269000,250543008,18.9365,2.1104,21801000,9.2166,3.5579
SYZ CN Equity,SYLOGIST LTD,3747000,-150000,96576000,18.371,0.5402,3568000,1.0377,1.2664
EVOL US Equity,SYMBOLIC LOGIC INC, ,-387000,39555000,0,21.6481,-3430000,59.5078, 
SYNA US Equity,SYNAPTICS INC,336300000,-33800000,2824999936,36.1876,4.193,-101600000,4.6207,3.4292
SNCR US Equity,SYNCHRONOSS TECHNOLOGIES INC,46565000,-1302000,310336992,53.5573,1.7192,-10646000,-15.4168,-3.2709
SYNCB SS Equity,SYNCRO GROUP AB, ,-57000,195782000,6.9726,0.3003,-77208000,-37.0733,-4.5604
SNPS US Equity,SYNOPSYS INC,2082360064,-123161000,13073560576,5.2354,2.4413,1355710976,19.3396,14.6867
OPTX US Equity,SYNTEC OPTICS HOLDINGS INC, ,0,26547912,7.6275,1.3309,1541112,9.6837,4.4902
SYAI CN Equity,SYNTHEIA CORP,0,0,47665,0,0.1015,-88940,-191.6005, 
SYNT SS Equity,SYNTHETICMR AB, ,-586000,142964992,0.8841,4.5249,14077000,7.4069,14.5293
SYS IM Equity,SYS-DAT SPA,0,-135792,61143552,26.0607,1.7836,6468822,7.7521, 
SYSX US Equity,SYSOREX INC, ,0,13240000,119.0257,0.3736,-7270000,-63.3041,-22.6883
SST US Equity,SYSTEM1 INC, ,-7960000,605470016,56.179,2.3375,-85989000,-25.7339,-6.7807
IDAI US Equity,T STAMP INC-CLASS A,2350677,-4710,7893314,1.7104,1.7308,-7889802,-106.7811, 
TAB/H CN Equity,TABLAS VENTURES CORP, ,0,270823,0,7.75,-234672, , 
TAGMB SS Equity,TAGMASTER AB,0,-957000,428576992,17.5646,1.698,15304000,3.2463,2.7545
TAIT US Equity,TAITRON COMPONENTS INC-CL A,0,-215000,18006000,0,11.012,1200000,10.5,13.2675
TALK SS Equity,TALKPOOL AG,0,-109199,6242939,49.7418,1.0613,1811795,11.0207,3.3543
TALK US Equity,TALKSPACE INC,17571000,-151000,142220992,0,6.4579,-23209000,-12.8533,6.9326
TANGI SS Equity,TANGIAMO TOUCH TECHNOLOGY AB, ,0,22029988,7.8405,1.0741,-9619552,-42.8346,-30.5356
TMIX US Equity,TARSIN MOBILE INC, , , , , , , , 
TASK US Equity,TASKUS INC-A, ,-30995000,864201984,36.0531,3.227,95038000,5.1738,4.3806
TTCM US Equity,TAUTACHROME INC,465633,0,21223,11059.9346,0.0019,-1071991,-1408.0237,-1917.2286
TCU GR Equity,TC UNTERHALTUNGSELEKTRONIK,0,-11152.2695,1864852.75,0.8328,0.2995,-8633.0498,-0.6262,-9.6958
SNX US Equity,TD SYNNEX CORP, ,-150007008,29412814848,15.4723,1.1999,1078032000,2.1198,3.5644
TIG LN Equity,TEAM INTERNET GROUP PLC, ,-1900000,546700032,31.3517,0.9582,42300000,4.3966,6.1074
TMV GR Equity,TEAMVIEWER SE,80138000,-5607000,1111533056,48.361,0.3116,166562000,9.9828,4.9876
TSCC US Equity,TECHNOLOGY SOLUTIONS CO, ,-133000,10609000,0,8.158,-2235000,-3.1179,-12.6966
TPRO IM Equity,TECHNOPROBE SPA,56763000,-62834000,928395008,1.457,7.9217,79842000,10.8064, 
6697 JP Equity,TECHPOINT INC-JDR,7180000,-311000,83807000,1.3491,7.184,18025000,22.7232,14.4826
TECH NO Equity,TECHSTEP ASA,0,-108600000,1270798976,15.3126,0.541,-36499000,-3.4344, 
TCS CN Equity,TECSYS INC,29514000,-599000,128046000,1.651,1.3841,1933000,1.4504,8.1614
TGCB US Equity,TEGO CYBER INC, , , , , , , , 
TEKI US Equity,TEK DIGITEL CORPORATION,1318000,-58000,1762000,0,2.2266,-3479000,-230.8001, 
TEK LN Equity,TEKCAPITAL PLC,155094,-59004,48621424,0,2.362,-15686051,-29.3857,26.8839
TELE CN Equity,TELECURE TECHNOLOGIES INC, , ,4037080,3.3251,3.4118,-676530,107.6029, 
TDY US Equity,TELEDYNE TECHNOLOGIES INC,365800000,-114900000,14527899648,23.3922,1.6881,1034400000,6.1333,7.0016
TLFX US Equity,TELEFIX COMMUNICATIONS HOLDI, , , , , , , , 
TEP FP Equity,TELEPERFORMANCE,0,-233000000,11754000384,46.2141,1.3305,1011000000,5.8314,3.969
TLT1V FH Equity,TELESTE OYJ,1165000,-1876000,134702000,28.0597,1.8275,-481000,-0.0571,2.8935
TKOI US Equity,TELKONET INC,1070473,-87553,7878817,6.448,2.744,-1246133,-18.7088,-19.9881
TELO CN Equity,TELO GENOMICS CORP,1362750,-5115,965644,0,2.4469,-2723010,-139.4427,-99.0602
TLS US Equity,TELOS CORPORATION,12247000,-15478000,208699008,5.495,3.5714,-40315000,-15.4326,0.742
TIXT CN Equity,TELUS INTERNATIONAL CDA INC, ,-89000000,4823000064,36.2845,1.1448,183000000,1.2889,3.0397
TEMN SW Equity,TEMENOS AG - REG,277900000,-9739000,2326841088,32.8633,0.4907,199376992,5.9086,5.7194
TMPOQ US Equity,TEMPO AUTOMATION HOLDINGS IN,10803000,0,20589000,13.6723,0.2999,-47539000,-676.5577,-25.7937
TEM US Equity,TEMPUS AI INC,90343000,-34608000,564051968,86.542,1.506,-196083008,-35.8232, 
TENB US Equity,TENABLE HOLDINGS INC,153163008,-8756000,1606871040,25.7214,1.1918,-52160000,-5.1394,2.1773
TENEO SS Equity,TENEO AI AB,0,-105000,79430000,315.3129,0.7687,-71259000,-69.0139, 
PKK CN Equity,TENET FINTECH GROUP INC,8231067,-819940,81922720,15.3394,2.3867,-77845608,-68.8489,-11.9451
TDC US Equity,TERADATA CORP,294000000,-19000000,1872999936,34.1698,0.8725,186000000,3.1836,0.8391
TER US Equity,TERADYNE INC,418088992,-159642000,3486823936,2.4267,3.2761,501068000,12.8434,17.4274
TERN LN Equity,TERN PLC, ,0,13149715,3.1803,0.4374,-12724962,-65.7924,1.4619
TERRNTB SS Equity,TERRANET AB,0,-310000,60227000,31.3713,1.1132,-35926000,-97.7576,-25.7328
TXN US Equity,TEXAS INSTRUMENTS INC,1863000064,-5071000064,32348000256,36.4443,4.5548,7330999808,21.8621,10.2349
TPG GR Equity,THE PLATFORM GROUP AG, , ,284340000,65.1168,1.0805,38912472,17.6655, 
THNC CN Equity,THINKIFIC LABS INC,19470932,-17604,97794656,1.0549,6.1867,-13541675,-9.7423,4.7499
THPHF US Equity,THINKPATH INC, ,-29483,5649377,93.7233,0.4575,-1309119,-87.5135,-15.1677
THRU LN Equity,THRUVISION GROUP PLC,636000,-581000,11601000,1.3878,4.745,-2996000,-23.6683,6.2901
TZUP US Equity,THUMZUP MEDIA CORP,513088,-7986,415187,0,4.0318,-2519030,-421.854, 
TIA LN Equity,TIALIS ESSENTIAL IT PLC., ,-75000,16769000,27.199,0.9944,-1216000,-9.5433,-6.8038
TBX0 GR Equity,TICK TRADING SOFTWARE AG, ,-68685.7109,4430756.5,0,9.1793,1776010.5,29.7248,15.153
TR1 SM Equity,TIER1 TECHNOLOGY, ,-546939.0625,13982449,10.1115,2.0374,2235328.5,12.7392,5.4651
