Ticker,Name,Tot Assets:2024,Tot Assets:2023,Tot Assets:2022,Tot Assets:2021,Tot Assets:2020,Tot Assets:2019,Tot Assets:2018,Tot Assets:2017,Tot Assets:2016
GCT US Equity,GIGACLOUD TECHNOLOGY INC - A,1070475008,840276992,418600000,186776992,138343008, , , , 
GIGA SM Equity,GIGAS HOSTING SA, ,172064448,160989568,138533440,40916152,15858791,13470456,8723356,8733180
GGS GR Equity,GIGASET AG, , ,191458000,192152992,204936000,222615008,213074000,226860992,221744992
GTLB US Equity,GITLAB INC-CL A,1317860992,1169200000,1091437952,362566016,391848000, , , , 
GMPW US Equity,GIVEMEPOWER CORP, , , , , , , , , 
GLEX NO Equity,GLEX AS, , , ,19657048,5036751,3969618, , , 
VRAR US Equity,GLIMPSE GROUP INC/THE,15558603,24278408,38397084,3221040,1997235,2062366, , , 
GLINT PL Equity,GLINTT - GLOBAL INTELLIGENT,186678832,183299456,187597824,189688768,188940320,170917872,167982528,166022816,160787968
APP CN Equity,GLOBAL COMPLIANCE APPLICATIO,50340,183270,618659,1461847,359664,937693,4019535,1034603, 
GDSI US Equity,GLOBAL DIGITAL SOLUTIONS INC, , , , , , , , , 
DOM SM Equity,GLOBAL DOMINION ACCESS SA,1750472960,1843703040,1753047040,1364098944,1271485056,1150157056,1089890944,1009753984,811932032
GPTX US Equity,GLOBAL PAYMENT TECH INC, , , , , , , , , 
GLPT US Equity,GLOBAL PROFIT TECHNOLOGIES I, , , , , , , , , 
BLOK/H CN Equity,GLOBALBLOCK DIGITAL ASSET TR,797718.375,451183.875,9388587,31083860,2828729.5,3378177.75,12249865,170862,219907
GFS US Equity,GLOBALFOUNDRIES INC,16798999552,18044000256,17841000448,15027602432,12321633280,14497506304, , , 
GLOB US Equity,GLOBANT SA,3198283008,2726865920,2199460096,1884530944,1288766976,687763968,437099008,357176992,284748000
GN DC Equity,GN STORE NORD A/S,30610999296,30641999872,30588999680,23552000000,16682000384,16682999808,13016999936,11736999936,12835000320
GOFORE FH Equity,GOFORE OYJ,171715008,167084992,148427008,101898000,78363000,57524000,34524084,29287054, 
GGSM US Equity,GOLD AND GEMSTONE MINING INC, , , , , , , , , 
GMGI US Equity,GOLDEN MATRIX GROUP INC,213717600,79852976, ,13814547,3706719, , , , 
GOLQ US Equity,GOLOGIQ INC, , ,11835254,350,5382,137,3914, , 
GOMX SS Equity,GOMSPACE GROUP AB,326704992,302208992,334172000,395800000,403048000,436752992,608542016,313068992,206048000
GHH LN Equity,GOOCH & HOUSEGO PLC,166307008,190430000,176088000,160704992,178151008,183772992,186368992,150800992,130187000
GMER US Equity,GOOD GAMING INC,91857,484394,1055996,2727396,16305,15952,501302,821897,1059824
GBK SS Equity,GOODBYE KANSAS GROUP AB,43560000,102121000,274403008,344659008,307700000,106155000,92972000,39577000,13449000
GPRO US Equity,GOPRO INC-CLASS A,543678016,967950976,1076925056,1259879040,771398976,792803008,698358976,850246016,922640000
GREAT SS Equity,GREATER THAN AB,93760000,51155000,84427000,146808992,49766768,46618224,26655844,40547736,25192750
INKW US Equity,GREENE CONCEPTS INC, , , , , , , , , 
GMERCB SS Equity,GREENMERC AB,48622000,12856000,13848000, , , , , , 
LAABD US Equity,GREENTECH INNOVATIONS INC, , , , , , , , , 
GEAT US Equity,GREETEAT CORP, , , , , , , , , 
GDYN US Equity,GRID DYNAMICS HOLDINGS INC,592192000,435164992,411145984,256719008,167135008,224295168,222364176, , 
GRWC US Equity,GROW CAPITAL INC, , , , ,1913258,3813722,2140031,2168095,1328675
GRYP US Equity,GRYPHON DIGITAL MINING INC,7632000,18834000,19468492,94483168,58529620, , , , 
GSDT US Equity,GSDT FINTECH GROUP INC, , , , , , , , , 
GSIT US Equity,GSI TECHNOLOGY INC,42464000,59876000,76422000,87612000,102561000,106223000,99540000,102595000,106530000
GST LN Equity,GSTECHNOLOGIES LTD,7497000,6697000,8210000,4614000,2621000,4061000,1017000, ,1937000
GHGH US Equity,GUANHUA CORP, , , , , , , , , 
GUER US Equity,GUERRILLA RF INC,24924524,19012038,16664216,10634735,3964741,3320922, , , 
GUESF US Equity,GUESTLOGIX INC, , , , , , , , , 
GWRE US Equity,GUIDEWIRE SOFTWARE INC,2226294016,2027888000,2266896896,2321844992,2364851968,2166962944,1981432960,1078900992,916177984
GUI FP Equity,GUILLEMOT CORPORATION,152524992,163704000,180200992,166204000,141168000, ,101102000,86319000,62087000
HDIH US Equity,H-D INTERNATIONAL HOLDING GR, , , , , , , , , 
HAI CN Equity,HAIVISION SYSTEMS INC,141315392,144091136,148596064,122479856,62767332,46052688,49316444,42289440, 
HMM/A CN Equity,HAMMOND MANUFACTURING -CL A,214788992,189538000,168004992,136976000,120255000,111402000,100813000,85889000,82157000
HAPB CN Equity,HAPBEE TECHNOLOGIES-SUB VTG, ,3050317.75,3785230,7954799.5,7967183.5,4197555, , , 
HLIT US Equity,HARMONIC INC,796505984,768206016,710017984,693686016,591523008,587326976,510835008,508059008,554068992
HAUP US Equity,HAUPPAUGE DIGITAL INC, , , , , , , , , 
HWKE US Equity,HAWKEYE SYSTEMS INC,2500,986669,1658,530798,1476324,947172,484650, , 
HYDN US Equity,HAYDEN HALL INC, , , , , , , , , 
EMOR US Equity,HEALIXA INC, , , , , , , , , 
HCAT US Equity,HEALTH CATALYST INC,858929024,701814016,752286016,832096000,577740032,302360000,110975000,110268000, 
HIT US Equity,HEALTH IN TECH INC-CLASS A,15768489,11503292,28555848, , , , , , 
CHIP/H CN Equity,HEALTH LOGIC INTERACTIVE INC,19907,38085,189317,659698,161713,62908,58621,826265,435763
HCTI US Equity,HEALTHCARE TRIANGLE INC,1961000,6858000,20763000,24612500, , , , , 
HLYK US Equity,HEALTHLYNKED CORP,2222989,4280140,4580716,10694556,8026548,2546554,427363,439783, 
AIDX CN Equity,HEALWELL AI INC,125535000,53696000,45629000,60890000,22358000,22684000,25240768, , 
HTSF US Equity,HEARTSOFT INC, , , , , , , , , 
HLEO US Equity,HELIO CORP, , , , , , , , , 
HMNY US Equity,HELIOS AND MATHESON ANALYTIC, , , , , , , ,164032592,14508785
HP CN Equity,HELLO PAL INTERNATIONAL INC, ,15853923,17697108,6850019,1921604,2172718,3036465,4117858,6547
HLOC US Equity,HELO CORP, , , , , , , ,2021049,1305939
HAG GR Equity,HENSOLDT AG,4696000000,3579000064,2979000064,2949700096,2947599872,2404199936,2212322048, , 
HRO CN Equity,HERO INNOVATION GROUP INC, , , , , , , , , 
HPE US Equity,HEWLETT PACKARD ENTERPRISE,71262003200,57152999424,57123000320,57699000320,54015000576,51803000832,55493001216,61405999104,79629000704
HTRO SS Equity,HEXATRONIC GROUP AB,8961999872,8732999680,7388400128,4715200000,1953261952,1497856000,1303133952,777097984,605160000
HSTI US Equity,HIGH SIERRA TECHNOLOGIES INC, , ,101502,148407,167465,166252,220253,32,0
HWNI US Equity,HIGH WIRE NETWORKS INC,5786771,10831754,32594972,45957596,4327392,12168819,12930396,5188777,171027
HNGE US Equity,HINGE HEALTH INC-A,673259008,622528000, , , , , , , 
HDWB SS Equity,HITECH & DEVELOPMENT HOLDING,16457000,52242000,65915000,70098000,82270000,92378000,47125000,55793000,26227526
HNOI US Equity,HNO INTERNATIONAL INC, , , , , , , , , 
HOLDFL SS Equity,HOLDFLIGHT AB,14096500,7165464,5947350,5412301,5556722,5470959,5583678,9836016,10110000
HOODIN SS Equity,HOODIN AB,5042373,6137706,13388233,20473148,26084640,32777594,15496529,7502029,6240693
HPNN US Equity,HOP-ON INC, , , , , , , , , 
HPTO US Equity,HOPTO INC, , ,6049600,5810200,4858900,1889900,1200500,1603700,1192500
HSW LN Equity,HOSTELWORLD GROUP PLC,90500000,94828000,106477000,116508000,120601000,148268000,149868992,157622000,170595008
HPQ US Equity,HP INC,39908999168,37004001280,38493999104,38610001920,34680999936,33467000832,34622001152,32913000448,28987000832
KICK US Equity,HPN HOLDINGS INC, , , , , , , , , 
HUBV US Equity,HUBB VENTURES INC, , , , , , , , , 
HUBS SS Equity,HUBBSTER GROUP AB,44275000,55809952,41574128,40496216,48339484, , , , 
HUBSO SS Equity,HUBSO GROUP AB, ,26387134,60035904,78650568,94011936,7267865,3745465,6833341,894351
HUBS US Equity,HUBSPOT INC,3795833088,3071392000,2544738048,2174853888,1973366016,1569267968,833953024,712174976,259755008
HUD LN Equity,HUDDLED GROUP PLC,8681000,11050000,7485000,7561000,8621000,8429000,7866000,4210060, 
HUDL NO Equity,HUDDLESTOCK FINTECH AS,203776000,263751008,168185680,157462976,71541000,35986164, , , 
HDLY NO Equity,HUDDLY AS,630512000,691377984,637753984,636385024,300807008,181847008,155246000,176304000,43478000
HMNU US Equity,HUMAN UNITEC INTERNATIONAL, , , , , , , , , 
HMBL US Equity,HUMBL INC,23222904,1502339,3825997, , , , , , 
HOC/H CN Equity,HUNTER TECHNOLOGY CORP, , ,70825.4922,45363.1094,15034767,1654695,2632156.75,45520612,58563992
HYSG BB Equity,HYBRID SOFTWARE GROUP PLC,131027000,137471008,141559008,146512992,36327000,36331000,30361000,27219000,29141000
HYI GR Equity,HYRICAN INFORMATIONSSYSTEME, ,30646880,31145080,34828472,30388996,32599724,33956852,37851796,37665084
ALI2S FP Equity,I2S SA,19735188,21714676,20486926,17460488, ,12853745, , ,9276264
IIIV US Equity,I3 VERTICALS INC-CLASS A,730675008,881492992,770312000,651800000,403526016,349302016,175142000,139991008,100282000
IARB SS Equity,IAR SYSTEMS GROUP AB,724200000,700000000,922200000,812800000,833500032,824899968,722200000,410100000,395900000
IBEX US Equity,IBEX LTD,293904000,293324000,290136992,274287008,195236000,188302000,157080992,152230000,138439008
IBTA US Equity,IBOTTA INC-CL A,678428992,319790016,195079008, , , , , , 
IBIN US Equity,IBSG INTERNATIONAL INC, , , , , , , , , 
ALICA FP Equity,ICAPE HOLDING SA,159615008,147679008,144740992,108721000,70911000,62967000, , , 
ISFT CN Equity,ICESOFT TECHNOLOGIES CANADA,232924,214533,477902,840620,274180,165283,132246,177123,234832
ICFI US Equity,ICF INTERNATIONAL INC,2066353024,2011772032,2092258048,1849533952,1667289984,1396034048,1213862016,1110254976,1085570944
ICOA US Equity,ICOA INC, , , , , , , , , 
CARE AV Equity,ICONA TECHNOLOGY SPA, , , , , , , , , 
ICCT US Equity,ICORECONNECT INC, ,15686504,84440128,0,0, , , , 
ID CN Equity,IDENTILLECT TECHNOLOGIES COR,109452,107702,195663,130261,110715,194725,299248,1279274,280620
INVE US Equity,IDENTIV INC,163224992,109723000,102765000,96663000,78677000,74318000,66306000,51362000,40600000
IDEX NO Equity,IDEX BIOMETRICS ASA,10297000,24962000,29016000,42026000,17006000,23470000,18070960,45128072,70757288
IDOX LN Equity,IDOX PLC,146479008,151474000,130027000,133569000,138319008,115875000,122193000,171755008,129382000
IEXA US Equity,IEXALT INC, , , , , , , , , 
IS8 GR Equity,IFA SYSTEMS AG, , ,14897000,16116000,17508000,16444000,18588000,20740000,22965000
IFAN US Equity,IFAN FINANCIAL INC, , , , , , , , , 
ITOX US Equity,IIOT-OXYS INC,175181,207495,513919,363959,453357,453418,523987,118223,39646
IJJP US Equity,IJJ CORP, , , , , , , , , 
AILEQ US Equity,ILEARNINGENGINES INC, ,105321000,63545000, ,116532, , , , 
IKA LN Equity,ILIKA PLC,22825100,26911308,33931792,16528548,18499166,7606112,4746070,7311392,4305026
ILYDA GA Equity,ILYDA SA, ,9904205,8260193,8793338,8296188,8345003,7961724,9345900,9077660
IMTL US Equity,IMAGE PROTECT INC, , , , , , , , , 
IWSY US Equity,IMAGEWARE SYSTEMS INC, , , ,6316000,14802000,8410000,10998000,11604000,5680000
IP CN Equity,IMAGINEAR INC,153460,209425,643130, ,4831020,6966376,7223487,800095,303442
IQAI LN Equity,IMAGING BIOMETRICS LTD,929669,720736,1267581,1583478,1432943,1868515,1017812,693000,80000
IMAX US Equity,IMAX CORP,830398016,814668992,821153984,883246976,997750016,889068992,873600000,866611968,857334016
IMIN/H CN Equity,IMINING TECHNOLOGIES INC, , , ,16467623,16012,806180,4718034,2222468,1676174
ALIMR FP Equity,IMMERSION,7441189,6665995,7217864,7452749,7668439,6049477,5972470,6484497,6177721
IMMR US Equity,IMMERSION CORPORATION, ,215731008,190110000,175520000,96130000,124848000,145995008,51975000,103767000
HOLD CN Equity,IMMUTABLE HOLDINGS INC,27741374,14512702,20918804,23412724,26650,51369,141471,90685, 
IMPERO DC Equity,IMPERO A/S,27351000,34620000,30597000,38025252,17171480,9134765, , , 
MPT IM Equity,IMPIANTI SPA,4659193,4897470,7579077,5528493,4897048, , , , 
PI US Equity,IMPINJ INC,489080000,359408992,349736992,315536992,207616000,215046000,145068992,152034000,167536000
IMSYS SS Equity,IMSYS AB, ,51514536,38786992,21946000,14750000,11270000,11280000, , 
ICP1V FH Equity,INCAP OYJ,214820000,182348992,168326000,129488000,76365000,36475000,32080000,24780000,21065000
INCOAX SS Equity,INCOAX NETWORKS AB,136815072,114929536,123178088,83169616,42249052,53180868,40734440,12085048,16255265
IPUB US Equity,INDIEPUB ENTERTAINMENT INC, , , , , , , , , 
IDR SM Equity,INDRA SISTEMAS SA,4955683840,4722590208,4535416832,4535136256,4462901760,4316469760,4041260032,3866587904,3332024064
INDCT NO Equity,INDUCT AS,62800000,67317816,92205512,80334128,21981466,18441184,19396000,20543408,18159372
INHC LN Equity,INDUCTION HEALTHCARE GROUP P,33374000,38337000,55373000,20122000,14880000, ,1104000, , 
IFCN SW Equity,INFICON HOLDING AG-REG,527984992,519491008,429409984,365155008,305182016,275032000,271188992,268576992,213430000
IFX GR Equity,INFINEON TECHNOLOGIES AG,28639000576,28438999040,26912000000,23334000640,21998999552,13580999680,10878999552,9944999936,9086999552
IMCI US Equity,INFINITE GROUP INC, , ,1665970,1552765,1613440,896941,334103,582369,442053
IAI CN Equity,INFINITII AI INC,952661,1071422,1728139,4187057,2857168,3122044,4385604,1423721,1799508
MLIFC FP Equity,INFOCLIP, , , , , , , , , 
INOW US Equity,INFONOW CORPORATION, , , , , , , , , 
LYK GA Equity,INFORM P LYKOS HOLDINGS SA, , , ,77214104,79242864,81736552,76909216,82151424,81731240
INFA US Equity,INFORMATICA INC - CLASS A,5279532032,5202081792,4970898944,4986263040,5073405952,5050682880, , , 
INF FP Equity,INFOTEL,256228000,255883008,260014000,250476992,227564992,202304000,176455008,160594000,139375008
INFRA SS Equity,INFRACOM GROUP AB,859446016,749214976,442836000,310708992,265063008,240634000,184668000, , 
IFXY US Equity,INFRAX SYSTEMS INC, , , , , , , , , 
ING LN Equity,INGENTA PLC,9574000,9237000,8633000,9305000,8387000,9111000,11451000,12717000,13491000
INGM US Equity,INGRAM MICRO HOLDING CORP,18779691008,18420314112,19087974400, , , , , , 
ININ NO Equity,ININ GROUP AS,1100077056,779091008,362182016,332343008,164184992,21971136,10080984, , 
INISSB SS Equity,INISSION AB,1714899968,1567155968,1579789056,1231905024,522592000,476652992,481760000,385518016,334193984
IXX GR Equity,INIT INNOVATION IN TRAFFIC S,313032000,260478000,245747008,216900000,226644992,200398000,168460992,176804992,185944992
INND US Equity,INNERSCOPE HEARING TECHNOLOG, , , , ,1683310, ,2893014,1508221,655943
1INN GR Equity,INNOSCRIPTA SE, , , , , , , , , 
MPEG US Equity,INNOVACOM INC, , , , , , , , , 
INQR US Equity,INNOVAQOR INC, , , , , , , , , 
IVFH US Equity,INNOVATIVE FOOD HOLDINGS INC,27346372,21323086,23420202,23782938,23150276,20874976,17382948,12019823,9157651
INSG US Equity,INSEEGO CORP,99999000,121797000,159016992,215843008,227394000,161372992,162256000,158207008,158716000
INSG LN Equity,INSIG AI PLC,4552239,21375616,39084572, , , ,698211,271569,849253
NSIT US Equity,INSIGHT ENTERPRISES INC,7448578048,6286349824,5112581120,4689079808,4310731776,4178179072,2775947008,2685650944,2219300096
ISGI CN Equity,INSURAGUEST TECHNOLOGIES INC,890703.375,263561.375,926867.6875,1409923.5,562692,101143,57591,92028,134168
INTA US Equity,INTAPP INC,732998976,628907008,494412992,459827008,377012000,366236000, , , 
IAS US Equity,INTEGRAL AD SCIENCE HOLDING,1151570944,1191724032,1168683008,1129537024,849579008,875230976, , , 
IBSS US Equity,INTEGRATED BUSINESS SYSTEMS, , , , , , , , , 
IGPK US Equity,INTEGRATED CANNABIS SOLUTION, , , , , , , , , 
ICS CN Equity,INTEGRATED CYBER SOLUTIONS I,78136.2188,57330.5156,164116, , , , , , 
ISVG US Equity,INTEGRATED SERVICES GROUP IN, , , , , , , , , 
INTC US Equity,INTEL CORP,196485005312,191572000768,182102999040,168406007808,153090998272,136523997184,127962996736,123249000448,113326997504
KASH CN Equity,INTELLABRIDGE TECHNOLOGY COR, , , , ,333194,493741,972301,136437,8204
INT PZ Equity,INTELLIAM AI PLC, ,1525437,1188699, , , , , , 
IDN US Equity,INTELLICHECK INC,20933000,23808000,22453000,25711000,24340474,13997171,14460781,17882104,14533525
4971 TT Equity,INTELLIEPI INC,2022941952,1952071936,1852829056,1565171968,1478450048,1534919040,1540534016,1525218944,1579095040
ITLI US Equity,INTELLIGENTIAS INC, , , , , , , , , 
INLX US Equity,INTELLINETICS INC,18574956,19026260, , , , , , , 
ITVI US Equity,INTERACT-TV INC, , , , , , , , , 
TRNR US Equity,INTERACTIVE STRENGTH INC,34170000,16802000,24447000,22066000,5855000, , , , 
ICCO US Equity,INTERCARE DX INC, , , , , , , , , 
IGP LN Equity,INTERCEDE GROUP PLC,25694000,17437000,12933000,13006000,10957000,9687000,7549000,8866000,7299000
IDCC US Equity,INTERDIGITAL INC,1835528960,1770813952,1900104960,1628156032,1616274944,1612082048,1626557952,1854419968,1727853056
LINK US Equity,INTERLINK ELECTRONICS INC,13116000,15062000,14983000,13779000,10022000,9332000, ,11830000,10471000
ICRD US Equity,INTERNATIONAL CARD ESTABLISH, , , , , , , , , 
ISHA GR Equity,INTERSHOP COMMUNICATIONS AG,37435000,38034000,41253000,39554000,29360000,27626000,22657000,25049000,27111000
ITEC US Equity,INTERTECH SOLUTIONS INC, , , , , , , , , 
INTT US Equity,INTEST CORP,152288000,134828992,110066000,103905000,62030000,59715000,67187000,62493000,42844000
IBM US Equity,INTL BUSINESS MACHINES CORP,137174999040,135240998912,127243001856,132000997376,155970994176,152185995264,123381997568,125355999232,117470003200
IDIG US Equity,INTL DIGITAL HOLDING INC, , , , , , , , , 
INX CN Equity,INTOUCH INSIGHT LTD,11974177,15924668,10500350,10181853,7126019,6101677,4915921,8389576,5670831
INTZ US Equity,INTRUSION INC,11509000,6248000,9275000,9233000,19882000,6835000,4069000,1452000,1277000
INTU US Equity,INTUIT INC,32131999744,27779999744,27733999616,15516000256,10931000320,6282999808,5134000128,4068000000,4249999872
IEC PZ Equity,INVESTMENT EVOLUTION CREDIT, , , , , , , , , 
IVSO SS Equity,INVISIO AB,1424000000,1053000000,799900032,690000000,515800000,479700000,355700000,342200000,260899008
IVX GR Equity,INVISION AG, , ,18917806,19987700,22398392,18213544,12082491,13683232,15823291
FRILAN SS Equity,INVOICERY GROUP AB,296551008,282424000,275804000, , , , , , 
INXTF US Equity,INX LTD-INX TOKENS,65903000,71919000,82405000,78502000,8085000,387000, , , 
IOS GR Equity,IONOS GROUP SE,1643586048,1596264960,1541505024,1471667968,1488536064,1499933952,1519081984, , 
IONQ US Equity,IONQ INC,508388000,553580032,597992000,642028032,60478000, , , , 
IPGP US Equity,IPG PHOTONICS CORP,2289264128,2698897920,2743280128,3170540032,2935699968,2730436096,2574449920,2367255040,1789998976
IQE LN Equity,IQE PLC,247047008,273513984,296110016,351224000,371286016,372580000,362007008,336760992,278366016
ALITL FP Equity,IT LINK SA,60693000,59563000,62543000,43724000,43470000,39531000,33180000,30769000,26622000
ITERA NO Equity,ITERA ASA,278689984,298174016,233771008,221130000,224428000,241230000,194868000,213771008,209096992
ITE FP Equity,ITESOFT, ,29756000,31673000,32811000,36956000,32986000,30482000,32231000,30578000
ITIM LN Equity,ITIM GROUP PLC,19684000,19971000,19921000,19601000,15073000,11461000,8013000,8209000,6974000
IVU GR Equity,IVU TRAFFIC TECHNOLOGIES AG,164012000,152530000,145612992,130316000,125349000,105252000,79379000,68823000,58800000
IZER SM Equity,IZERTIS SA,212724000,192267008,144624992,101188000,62385164,44429728,29660310,9908889, 
IZNN US Equity,IZON NETWORK INC, , , , , , , ,450133, 
JBL US Equity,JABIL INC,17351000064,19424000000,19716999168,16654000128,14397416448,12970474496,12045640704,11095995392,10322676736
JJ CN Equity,JACKPOT DIGITAL INC,7374879,5952239,3843650,4390366,3081648,4610282,4922580,4779044,6361810
JAMF US Equity,JAMF HOLDING CORP,1580228992,1589651968,1529542016,1480419968,1078152960,904808000,853384000, , 
JEN GR Equity,JENOPTIK AG,1740007936,1666912000,1671764992,1757041024,1338843008,1083332992,985907968,889126016,813051008
